5396|2022-05-09 12:45:03.3967|DEBUG||frmPrincipal|Log Iniciado
5396|2022-05-09 12:45:03.4728|INFO||frmPrincipal|Verificando Configurações de Sequencia
5396|2022-05-09 12:45:03.4948|INFO||frmPrincipal|Verificando se Existem Configurações de Empresas
5396|2022-05-09 12:45:03.5358|INFO||frmPrincipal|Encontrada(s) 1 empresa(s)
5396|2022-05-09 12:45:03.5358|INFO||frmPrincipal|Verificando se Existe a Configuração da DLL
5396|2022-05-09 12:45:04.3618|INFO||frmPrincipal|Iniciado Timer para fazer a consulta
5396|2022-05-09 12:45:04.3618|INFO||frmPrincipal|Seleciona a Empresa
5396|2022-05-09 12:45:04.3618|INFO||frmPrincipal|Pega o último NSU consultado gravado na Empresa
5396|2022-05-09 12:45:04.5948|INFO||frmPrincipal|Configurando DLL. Empresa: ANTONIO DA COSTA MAURIZ ME - CNPJ/CPF: 12.237.232/0001-47 - Licença: 8c30279bea260fe3a99c30e1dd1343f6f9425953cc6772f14b9be32376341068
5396|2022-05-09 12:45:04.6388|INFO||frmPrincipal|DLL Configurada, Carregando Configurações!
5396|2022-05-09 12:45:04.6388|INFO||frmPrincipal|Consultando a Empresa: ANTONIO DA COSTA MAURIZ ME
5396|2022-05-09 12:45:07.5030|INFO||frmPrincipal|Resultado da consulta: <retDistDFeInt xmlns:xsd="http://www.w3.org/2001/XMLSchema" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" versao="1.01" xmlns="http://www.portalfiscal.inf.br/nfe"><tpAmb>1</tpAmb><verAplic>1.5.10</verAplic><cStat>138</cStat><xMotivo>Documento(s) localizado(s)</xMotivo><dhResp>2022-05-09T12:45:08-03:00</dhResp><ultNSU>000000000012985</ultNSU><maxNSU>000000000012985</maxNSU><loteDistDFeInt><docZip NSU="000000000012984" schema="resNFe_v1.01.xsd">H4sIAAAAAAAEAIVSXW+CQBD8K4R3uL1DPrNeQhVTW6FEjekr4ikkfBigxfTX9wDT1PSh97I3ezM7m8lhI9poJZRbWVStd2tPczXruqtHSN/3em/odXMhDICS93CzSzNRJuoPOf+frOVV2yVVKlTlUzRtUs9VqgO9z3jQX+umS4pz3qZJoefVWT82pDoLlWOayRU5tRkDE2bMpJbtgLQByzSHIo9BHdOlhiPfZwAOkkmDiyh+4Y8aJGMTb1FdCh7620WwWb8pS3+nRMEh2Cn+JgzWS1/RlCCOkUw8XAecuWBZruWYSCTCUxaUOWfAmAamBu4eXA8cjzoaGB4AkomA3TVacYpkrPg5AJtauiVbA8BTfjkkBS/2sF31aZ7621ffX39E4vgVwubJfQ7nctZEkqZbkR67+q8v++V752AVN3XHjTE6GOJymG0gmdqY7vJuTFbGdb8imT4E/wZZaVlTGQIAAA==</docZip><docZip NSU="000000000012985" schema="resNFe_v1.01.xsd">H4sIAAAAAAAEAIWSbW+CMBDHv4rh7SK9thSBnE2MD5PNMSO6GN8hViFDcEDU7NOvitvi3ixprneX3//ueimWqgpGqnXeZ3nlnatN10jq+uARcjqdzBM3i3JHGAAly5dJGCdqHxk/cPo/3E7zqo7yWBmtoyqrqOga1AR6q3GnPxRlHWXbtIqjzEzzrbkuSb5VhsQ40SNK5jIGgjJGuWVxAOhwIQQwoV1KLcY5dTuWAy7lAkmjwX4wfZL3GiTXJJ6DYq+kHwwW4Xzm98LWbLgI/IF2+q8zP3jstSbzQQ9Jw6E/lB1bCCosQKID3CTDfSoZMNYG0QZ3TsETVJ82cA801ABYH4KRpEiuNx61sbnNTIsjuQS4SXdvUSZ3H5GzfBpPlPNOw4fVsxOL4+LTFeOV1dW1Gkg3nal4XRd/+9oeh9++NwbzaVnU+vmXzXFuU8thtgaaNMZhWl+WpGf7dpE0/0F+AayxFAIYAgAA</docZip></loteDistDFeInt></retDistDFeInt>
5396|2022-05-09 12:45:07.5030|INFO||frmPrincipal|Resultado da consulta: Foram localizados 2 registro(s)
5396|2022-05-09 12:45:07.5030|INFO||frmPrincipal|Resumo de NFe encontrada, chave: 17220504251678000106550010000318591385044008
5396|2022-05-09 12:45:07.5190|INFO||frmPrincipal|Resumo de NFe encontrada, INSERT: INSERT INTO TbNotasDestinadasManifestacao (Data, TipoRetornoWS, TipoNotaWS, CNPJFornecedor, ChaveAcesso, RazaoSocial, DataEmissao, ValorNota, SituacaoNota, NumeroProtocolo, IdFilial, DataInclusao) VALUES ('2022-05-09T12:45:09', 'resNFe', '1', '04251678000106', '17220504251678000106550010000318591385044008', 'MARCELIO DAS NEVES ALMEIDA - EPP', '2022-05-09T09:08:09', 1716.61, 1, 317220006558273, 1, '2022-05-09T12:45:09')
5396|2022-05-09 12:45:07.5190|INFO||frmPrincipal|Resumo de NFe encontrada, chave: 29220512213443000735550250001142331974809135
5396|2022-05-09 12:45:07.5190|INFO||frmPrincipal|Resumo de NFe encontrada, INSERT: INSERT INTO TbNotasDestinadasManifestacao (Data, TipoRetornoWS, TipoNotaWS, CNPJFornecedor, ChaveAcesso, RazaoSocial, DataEmissao, ValorNota, SituacaoNota, NumeroProtocolo, IdFilial, DataInclusao) VALUES ('2022-05-09T12:45:09', 'resNFe', '1', '12213443000735', '29220512213443000735550250001142331974809135', 'INDUSTRIAS REUNIDAS CORINGA LTDA', '2022-05-09T10:56:09', 6362.43, 1, 129220336148260, 1, '2022-05-09T12:45:09')
5396|2022-05-09 13:30:04.3752|INFO||frmPrincipal|Consultando as notas!
5396|2022-05-09 13:30:04.4182|INFO||frmPrincipal|Seleciona a Empresa
5396|2022-05-09 13:30:04.4182|INFO||frmPrincipal|Pega o último NSU consultado gravado na Empresa
5396|2022-05-09 13:30:04.4332|INFO||frmPrincipal|Configurando DLL. Empresa: ANTONIO DA COSTA MAURIZ ME - CNPJ/CPF: 12.237.232/0001-47 - Licença: 8c30279bea260fe3a99c30e1dd1343f6f9425953cc6772f14b9be32376341068
5396|2022-05-09 13:30:04.4692|INFO||frmPrincipal|DLL Configurada, Carregando Configurações!
5396|2022-05-09 13:30:04.4692|INFO||frmPrincipal|Consultando a Empresa: ANTONIO DA COSTA MAURIZ ME
